JugadorID,Nombre del Juego,GPU del Jugador,RAM del Jugador (GB),GPU Requerida,RAM MÃ­nima Requerida (GB),Cumple Requisitos,Kills,Muertes,K/D Ratio,Precisión (%),Victorias,Horas Jugadas
J5799,Call of Duty Modern Warfare 3,RTX 2060 Super,32, AMD Radeon R9 270 / R7 370,8,Sí,23025,1381,16.67,15.52,1167,5839
J2650,Call of Duty Ghosts,RTX 2060 Super,64, AMD Radeon HD 7770,4,Sí,448,408,1.1,26.39,64,692
J4231,Call of Duty WW2,RTX 3080,8, NVIDIA GeForce GTX 660,8,Sí,13784,2281,6.04,55.57,84,1892
J9195,Call of Duty Warzone,RTX 3080,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,87832,78636,1.12,49.48,1474,9665
J6961,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 5870,8,Sí,58812,8311,7.08,47.49,2617,9729
J7098,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,6,Sí,47566,34469,1.38,38.53,1888,6108
J8107,Call of Duty WW2,RTX 3090,64, ATI Radeon HD 5870,8,Sí,25862,20161,1.28,25.1,1557,3815
J2441,Call of Duty Vanguard,RTX 3080,16, NVIDIA GeForce GTX 670,4,Sí,21424,10658,2.01,24.24,1223,3762
J6480,Call of Duty WW2,AMD Radeon RX 570,32, NVIDIA GeForce 510,2,Sí,5486,3431,1.6,14.7,1299,3383
J3837,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7850,8,Sí,48943,14731,3.32,24.45,1269,5311
J5156,Call of Duty Modern Warfare II,AMD Radeon R9 380,32,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,4965,3390,1.46,42.77,2655,7606
J4031,Call of Duty Modern Warfare II,RTX 3060,32, NVIDIA GeForce GTX 1050,8,Sí,42402,11582,3.66,54.92,4435,9276
J8089,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,39346,17088,2.3,59.66,1208,5096
J1613,Call of Duty Modern Warfare II,GTX 1080 Ti,16, Intel HD 4000  or Radeon HD 7870,2,Sí,66498,38623,1.72,43.53,2768,6859
J9084,Call of Duty Ghosts,RTX 2060 Super,64, AMD Radeon HD 7870,8,Sí,10990,913,12.04,26.77,2481,5656
J8156,Call of Duty Modern Warfare II,RTX 3070 Ti,32, AMD Radeon HD 7850,4,Sí,25553,9712,2.63,29.61,580,4684
J3999,Call of Duty Black Ops,GTX 1660 Super,16, NVIDIA GeForce GTX 1050,4,Sí,20674,2601,7.95,16.18,3060,8806
J3197,Call of Duty Vanguard,GTX 1660 Super,8, NVIDIA GeForce 6600,8,Sí,64607,18126,3.56,17.2,3067,8290
J1623,Call of Duty Black Ops,GTX 1660 Super,16, NVIDIA GeForce GTX 1050,4,Sí,18009,14279,1.26,25.83,1352,3185
J1232,Call of Duty Black Ops,RTX 2060 Super,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,5965,4885,1.22,30.49,14,2072
J9517,Call of Duty Modern Warfare II,RTX 3070 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,19372,16069,1.21,12.21,2563,8088
J3649,Call of Duty Warzone,RTX 3080,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,55998,48566,1.15,12.16,427,6986
J9201,Call of Duty Modern Warfare II,RTX 3070 Ti,8, AMD Radeon HD 7850,4,Sí,8855,7255,1.22,22.57,1294,4250
J7507,Call of Duty Vanguard,RTX 3080,8, Intel HD 4000  or Radeon HD 7870,2,Sí,71267,9858,7.23,33.35,2719,8238
J9045,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,10717,4769,2.25,38.65,2388,6067
J4144,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,6,Sí,40274,14595,2.76,11.91,2015,4079
J6006,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 5870,8,Sí,91497,27185,3.37,37.58,2936,9282
J5028,Call of Duty Warzone,RTX 3080,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,18331,2603,7.04,49.39,178,2550
J8575,Call of Duty Black Ops,RTX 3090,16, AMD Radeon HD 6970,8,Sí,38839,9017,4.31,52.26,1653,7022
J5872,Call of Duty Modern Warfare 3,RTX 3090,8, NVIDIA GeForce GTX 670,8,Sí,17707,17697,1.0,24.86,384,2926
J6704,Call of Duty Vanguard,RTX 3090,32, AMD Radeon RX 560,8,Sí,20558,9861,2.08,27.21,353,6493
J4658,Call of Duty Black Ops,RTX 2060 Super,64,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,11768,6394,1.84,20.56,2302,4699
J4954,Call of Duty Vanguard,GTX 1660 Super,8, AMD Radeon HD 7850,8,Sí,13857,3959,3.5,19.01,38,5147
J9277,Call of Duty Vanguard,RTX 2060 Super,16, AMD Radeon X1600,4,Sí,10724,1804,5.94,54.29,595,1573
J4103,Call of Duty Modern Warfare 3,RTX 3070 Ti,16, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,1616,1005,1.61,59.74,95,519
J4421,Call of Duty Black Ops,GTX 1080 Ti,16, AMD Radeon HD 6850,8,Sí,17780,17289,1.03,14.55,400,2677
J9741,Call of Duty Modern Warfare II,GTX 1080 Ti,8, Intel HD 4000  or Radeon HD 7870,2,Sí,64031,8658,7.4,39.24,1021,9502
J9176,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 670,8,Sí,28668,4900,5.85,25.78,787,3547
J5565,Call of Duty Modern Warfare II,RTX 3090,32,2GB GTX 750,8,Sí,928,369,2.51,50.55,18,306
J7236,Call of Duty WW2,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,6282,344,18.26,41.69,159,945
J7016,Call of Duty Vanguard,RTX 3080,8, NVIDIA GeForce GTX 670,4,Sí,2348,757,3.1,21.42,145,903
J1852,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,72090,62929,1.15,16.02,2104,8972
J3833,Call of Duty Black Ops,RTX 3090,16, AMD Radeon HD 6970,8,Sí,19151,5266,3.64,45.09,710,2067
J9165,Call of Duty Warzone,GTX 1080 Ti,8, AMD Radeon HD 7790,8,Sí,45853,35831,1.28,26.26,1346,4955
J1395,Call of Duty Modern Warfare II,RTX 3060,16, NVIDIA GeForce GTX 1050,8,Sí,16301,6855,2.38,49.12,2210,5008
J7533,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7870,8,Sí,24068,19584,1.23,12.22,1377,4117
J9922,Call of Duty WW2,RTX 3080,8, NVIDIA GeForce GTX 660,8,Sí,510,319,1.6,43.27,1296,3153
J2771,Call of Duty Modern Warfare 3,RTX 3070 Ti,64, NVIDIA GeForce 6600,4,Sí,769,228,3.37,48.15,16,121
J2578,Call of Duty Black Ops,GTX 1660 Super,8, AMD Radeon HD 6850,8,Sí,23471,162,144.88,31.09,1806,4197
J3340,Call of Duty Modern Warfare II,RTX 3090,8,2GB GTX 750,8,Sí,7470,3626,2.06,53.15,775,2474
J6312,Call of Duty Ghosts,AMD Radeon R9 380,64, NVIDIA GeForce GTX 660,4,Sí,30045,29187,1.03,38.04,1044,7938
J8122,Call of Duty Modern Warfare 3,RTX 3070 Ti,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,44573,18356,2.43,20.4,2365,4774
J8051,Call of Duty Modern Warfare 3,AMD Radeon RX 570,64, AMD Radeon R9 270 / R7 370,4,Sí,4428,3405,1.3,28.01,281,3505
J6237,Call of Duty Modern Warfare 3,RTX 3070 Ti,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,75676,71645,1.06,42.76,3198,8632
J2636,Call of Duty Vanguard,RTX 2060 Super,32, AMD Radeon X1600,4,Sí,19780,19594,1.01,29.94,301,3752
J5713,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7770,4,Sí,2448,2197,1.11,11.61,91,529
J8205,Call of Duty Vanguard,GTX 1660 Super,32, NVIDIA GeForce 6600,8,Sí,97577,42458,2.3,55.51,1555,9927
J9547,Call of Duty Vanguard,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,12789,5852,2.19,48.54,2953,6703
J4501,Call of Duty WW2,RTX 3060,8,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,38091,14569,2.61,40.6,1945,5224
J8767,Call of Duty Modern Warfare II,RTX 3070 Ti,8, AMD Radeon HD 7850,4,Sí,10019,3040,3.3,35.03,718,2756
J4230,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 5870,8,Sí,2646,584,4.53,39.48,269,1114
J4325,Call of Duty Vanguard,RTX 2060 Super,32, AMD Radeon X1600,4,Sí,3428,252,13.6,48.58,530,1788
J1432,Call of Duty Modern Warfare II,RTX 3090,64,ATI Radeon HD 4850,8,Sí,46312,7856,5.9,39.66,2490,6817
J6213,Call of Duty WW2,RTX 2060 Super,64, AMD Radeon HD 7850,8,Sí,44858,38097,1.18,31.29,1453,8800
J4095,Call of Duty Modern Warfare II,AMD Radeon RX 570,8, AMD Radeon HD 6570,4,Sí,77046,36264,2.12,34.91,1647,8933
J2953,Call of Duty Vanguard,RTX 3080,32, NVIDIA GeForce GTX 670,4,Sí,3241,550,5.89,15.54,2895,9511
J9244,Call of Duty WW2,RTX 3090,8, ATI Radeon HD 5870,8,Sí,44341,41768,1.06,59.18,899,5839
J9842,Call of Duty WW2,RTX 3090,32, ATI Radeon HD 5870,8,Sí,9012,7091,1.27,22.1,100,1173
J1067,Call of Duty Black Ops,RTX 3070 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,30297,18021,1.68,21.75,741,4243
J8577,Call of Duty Ghosts,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,24406,21943,1.11,25.72,1122,3985
J5708,Call of Duty Black Ops,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,8,Sí,61426,9905,6.2,16.9,2209,9610
J9452,Call of Duty Black Ops,GTX 1660 Super,64, AMD Radeon HD 6850,8,Sí,46909,19568,2.4,17.12,165,5256
J7880,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 670,8,Sí,43407,11181,3.88,37.45,380,5346
J8300,Call of Duty Modern Warfare 3,RTX 3090,8, NVIDIA GeForce GTX 670,8,Sí,11622,9526,1.22,33.47,138,1712
J4089,Call of Duty Modern Warfare II,GTX 1660 Super,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,1401,836,1.68,19.02,101,233
J7618,Call of Duty Modern Warfare 3,RTX 2060 Super,32,Intel HD 4000,8,Sí,18517,13038,1.42,52.49,516,2932
J9851,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,13207,5823,2.27,42.34,288,9368
J5095,Call of Duty Vanguard,RTX 3060,32, NVIDIA GeForce GTX 670,8,Sí,16348,6698,2.44,37.35,295,1775
J4730,Call of Duty Ghosts,RTX 3060,64, AMD Radeon HD 7770,8,Sí,26854,19502,1.38,57.67,2756,6851
J7853,Call of Duty Modern Warfare II,RTX 3070 Ti,8,2GB GTX 750,8,Sí,8766,3347,2.62,19.68,633,1580
J1929,Call of Duty Modern Warfare II,RTX 3060,8, NVIDIA GeForce GTX 1050,8,Sí,3823,1255,3.05,20.64,133,728
J2988,Call of Duty Vanguard,RTX 3080,64, NVIDIA GeForce GTX 670,4,Sí,2324,1657,1.4,58.88,391,3632
J2578,Call of Duty Vanguard,GTX 1660 Super,16, AMD Radeon HD 7850,8,Sí,3645,1797,2.03,31.7,328,1120
J3481,Call of Duty WW2,RTX 2060 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,38843,24496,1.59,10.76,92,8182
J3095,Call of Duty Black Ops,GTX 1660 Super,32, AMD Radeon HD 6850,8,Sí,8856,8842,1.0,28.46,666,2952
J5968,Call of Duty Modern Warfare II,AMD Radeon R9 380,16,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,9683,8796,1.1,22.5,749,1649
J7266,Call of Duty Modern Warfare II,RTX 3060,8, NVIDIA GeForce GTX 1050,8,Sí,68884,40041,1.72,43.2,3352,9525
J9065,Call of Duty Black Ops,AMD Radeon RX 570,64,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,57147,43647,1.31,36.86,2431,7348
J9845,Call of Duty WW2,RTX 3060,64, NVIDIA GeForce GTX 660,4,Sí,7679,5519,1.39,41.73,347,3045
J6219,Call of Duty WW2,GTX 1660 Super,16, AMD Radeon R9 280,4,Sí,38178,10145,3.76,32.7,62,3846
J1778,Call of Duty Modern Warfare 3,RTX 3090,32, NVIDIA GeForce GTX 670,8,Sí,58846,40951,1.44,50.52,675,6885
J8112,Call of Duty WW2,RTX 3070 Ti,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,59928,17379,3.45,52.47,4089,9062
J3682,Call of Duty Warzone,RTX 3070 Ti,16, ATI Radeon HD 5770,8,Sí,1021,399,2.56,11.6,1145,4318
J8141,Call of Duty Modern Warfare II,GTX 1080 Ti,64, Intel HD 4000  or Radeon HD 7870,2,Sí,12548,7589,1.65,28.73,2614,5518
J7000,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,2611,1580,1.65,38.49,305,993
J8202,Call of Duty Warzone,RTX 3080,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,34928,1327,26.32,22.24,1544,5089
J3188,Call of Duty Modern Warfare II,GTX 1080 Ti,32, Intel HD 4000  or Radeon HD 7870,2,Sí,3243,3035,1.07,21.37,10,407
J1868,Call of Duty Ghosts,AMD Radeon R9 380,64, NVIDIA GeForce GTX 660,4,Sí,23258,572,40.66,25.72,482,3264
J4520,Call of Duty Black Ops,RTX 3090,8, AMD Radeon HD 6970,8,Sí,84599,23353,3.62,31.64,3387,9871
J2816,Call of Duty Modern Warfare 3,RTX 3070 Ti,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,74057,71507,1.04,15.84,791,8522
J7214,Call of Duty WW2,RTX 3060,16, ATI Radeon HD 3870,4,Sí,4146,3562,1.16,46.45,278,858
J4902,Call of Duty Modern Warfare II,RTX 3060,64, NVIDIA GeForce GTX 1050,8,Sí,10530,4540,2.32,18.56,985,2741
J5090,Call of Duty WW2,RTX 2060 Super,64, AMD Radeon HD 7850,8,Sí,30819,9297,3.31,11.67,3194,7408
J6340,Call of Duty WW2,AMD Radeon RX 570,64, NVIDIA GeForce 510,2,Sí,8974,2264,3.96,30.43,10,962
J4326,Call of Duty Modern Warfare 3,AMD Radeon RX 570,16, AMD Radeon R9 270 / R7 370,4,Sí,41098,31029,1.32,59.39,564,5976
J6426,Call of Duty Black Ops,AMD Radeon RX 570,64,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,55535,17425,3.19,15.19,1869,7525
J7125,Call of Duty Modern Warfare II,GTX 1080 Ti,64, NVIDIA GeForce GTX 660,8,Sí,49854,37943,1.31,12.12,2847,8569
J7670,Call of Duty Modern Warfare II,RTX 3080,64, NVIDIA GeForce GTX 1050,4,Sí,36866,25161,1.47,18.47,1044,8774
J9863,Call of Duty Modern Warfare 3,RTX 2060 Super,64,Intel HD 4000,8,Sí,43316,19439,2.23,40.31,93,8739
J3573,Call of Duty Black Ops,RTX 3080,8, ATI Radeon HD 5770,8,Sí,48504,21712,2.23,50.94,373,6211
J9968,Call of Duty Black Ops,AMD Radeon R9 380,64, AMD Radeon HD 7870,8,Sí,2051,384,5.34,36.4,209,813
J1358,Call of Duty Vanguard,RTX 3060,16, NVIDIA GeForce GTX 670,8,Sí,54552,21091,2.59,28.35,757,7473
J2548,Call of Duty Modern Warfare II,AMD Radeon R9 380,64, ATI Radeon 3000,4,Sí,12566,11182,1.12,19.08,711,1561
J4097,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,396,82,4.83,52.39,41,94
J8561,Call of Duty Vanguard,RTX 2060 Super,32, AMD Radeon X1600,4,Sí,399,219,1.82,58.47,12,136
J4688,Call of Duty Modern Warfare II,RTX 3090,8,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,19858,13253,1.5,50.79,446,4315
J4680,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 670,8,Sí,74439,28408,2.62,52.69,4661,9868
J8050,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, AMD Radeon HD 6570,4,Sí,27636,16575,1.67,19.85,619,5286
J3354,Call of Duty Vanguard,GTX 1660 Super,32, AMD Radeon HD 7850,8,Sí,68990,52879,1.3,58.91,1955,8979
J2907,Call of Duty Ghosts,RTX 3080,8,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,38687,13303,2.91,22.09,1275,4341
J7322,Call of Duty Warzone,RTX 3070 Ti,16, ATI Radeon HD 5770,8,Sí,84143,56890,1.48,15.78,1052,8958
J3526,Call of Duty WW2,RTX 2060 Super,32, AMD Radeon HD 7850,8,Sí,33012,6732,4.9,18.69,1261,6846
J8555,Call of Duty Black Ops,AMD Radeon R9 380,64, AMD Radeon HD 7870,8,Sí,68669,40950,1.68,22.33,2463,7906
J1230,Call of Duty Vanguard,RTX 3080,16, NVIDIA GeForce GTX 670,4,Sí,23104,2499,9.25,58.69,362,3490
J6585,Call of Duty Warzone,RTX 3080,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,20597,18621,1.11,16.62,856,2894
J5822,Call of Duty Vanguard,GTX 1660 Super,16, NVIDIA GeForce 6600,8,Sí,47469,28139,1.69,11.4,1885,7709
J6985,Call of Duty Black Ops,RTX 3080,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,770,54,14.26,43.92,342,1765
J5245,Call of Duty Black Ops,RTX 3080,8,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,12300,11871,1.04,52.73,2304,9792
J9229,Call of Duty Modern Warfare 3,RTX 2060 Super,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,240,99,2.42,55.11,4,73
J5730,Call of Duty WW2,RTX 3070 Ti,8,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,56627,43910,1.29,35.09,2992,6256
J1401,Call of Duty Modern Warfare 3,RTX 2060 Super,32, AMD Radeon R9 270 / R7 370,8,Sí,5739,3525,1.63,11.68,923,5917
J8103,Call of Duty Black Ops,RTX 2060 Super,64,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,1116,659,1.69,22.25,1545,7280
J5871,Call of Duty Modern Warfare II,RTX 2060 Super,8, NVIDIA GeForce 6600,4,Sí,27865,24259,1.15,22.05,369,2923
J7732,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,3491,2508,1.39,23.98,103,445
J7942,Call of Duty Modern Warfare 3,RTX 3090,8, NVIDIA GeForce GTX 670,8,Sí,2870,2395,1.2,14.33,412,1127
J8782,Call of Duty WW2,RTX 2060 Super,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,25506,21677,1.18,27.89,1769,8698
J9435,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7770,4,Sí,22272,15511,1.44,45.08,69,8416
J4394,Call of Duty Vanguard,RTX 3080,64, NVIDIA GeForce GTX 670,4,Sí,4686,3985,1.18,14.67,320,3057
J6453,Call of Duty Vanguard,GTX 1660 Super,16, AMD Radeon HD 7850,8,Sí,5361,3899,1.37,30.78,6,606
J7836,Call of Duty Vanguard,GTX 1660 Super,8, NVIDIA GeForce 6600,8,Sí,5294,5124,1.03,16.87,397,4123
J2217,Call of Duty WW2,RTX 3060,16, NVIDIA GeForce GTX 660,4,Sí,51376,22476,2.29,40.08,2265,6593
J9560,Call of Duty Black Ops,RTX 3080,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,442,101,4.38,36.61,868,1850
J8878,Call of Duty Vanguard,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,10476,4551,2.3,44.67,842,1877
J4475,Call of Duty Ghosts,RTX 3080,64, AMD Radeon RX 560,4,Sí,77069,44204,1.74,48.44,3377,8328
J7957,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,26312,12437,2.12,42.67,2735,7119
J8283,Call of Duty Ghosts,AMD Radeon R9 380,32, NVIDIA GeForce GTX 660,4,Sí,4760,2064,2.31,56.55,500,1290
J5887,Call of Duty Warzone,RTX 3080,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,3696,1530,2.42,10.47,4351,9242
J4037,Call of Duty WW2,GTX 1660 Super,8, AMD Radeon R9 280,4,Sí,5928,3900,1.52,33.04,481,1058
J9129,Call of Duty Modern Warfare II,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,8,Sí,79451,73256,1.08,11.05,957,9745
J4880,Call of Duty Ghosts,RTX 3090,8, AMD Radeon HD 6570,8,Sí,29752,23080,1.29,48.13,3035,7599
J7055,Call of Duty Modern Warfare 3,AMD Radeon RX 570,8, AMD Radeon R9 270 / R7 370,4,Sí,5530,986,5.61,51.02,1383,3848
J7690,Call of Duty Modern Warfare 3,RTX 2060 Super,8,Intel HD 4000,8,Sí,75876,67016,1.13,35.18,1010,8589
J7389,Call of Duty Modern Warfare 3,RTX 3080,32, ATI Radeon HD 3870,8,Sí,21811,11158,1.95,15.57,802,3152
J8207,Call of Duty Black Ops,AMD Radeon RX 570,8,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,21235,15794,1.34,50.93,413,3157
J3952,Call of Duty Warzone,GTX 1080 Ti,32, AMD Radeon HD 7790,8,Sí,17412,903,19.28,49.63,1011,2903
J7550,Call of Duty Modern Warfare 3,RTX 2060 Super,32,Intel HD 4000,8,Sí,20104,15885,1.27,31.35,914,5443
J3527,Call of Duty Modern Warfare 3,RTX 3090,32, NVIDIA GeForce GTX 670,8,Sí,21936,8096,2.71,32.57,166,8656
J7965,Call of Duty Modern Warfare II,RTX 3060,8, NVIDIA GeForce GTX 1050,8,Sí,15609,1783,8.75,57.27,99,8124
J1769,Call of Duty Ghosts,RTX 3060,32, AMD Radeon HD 7770,8,Sí,86898,84779,1.02,19.65,480,8728
J7676,Call of Duty Modern Warfare II,RTX 2060 Super,16, NVIDIA GeForce 6600,4,Sí,37933,28209,1.34,54.54,1163,4679
J2655,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7770,4,Sí,45291,627,72.23,16.14,727,5864
J5526,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 3870,8,Sí,38836,1291,30.08,51.58,2092,4559
J2596,Call of Duty WW2,RTX 3090,64, ATI Radeon HD 5870,8,Sí,14658,13014,1.13,32.06,2158,6353
J6256,Call of Duty Modern Warfare II,GTX 1080 Ti,16,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,25783,15685,1.64,32.41,1640,3675
J9917,Call of Duty Vanguard,GTX 1660 Super,32, AMD Radeon HD 7850,8,Sí,37955,9664,3.93,51.34,4313,8785
J5064,Call of Duty Modern Warfare 3,RTX 2060 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,74541,25630,2.91,59.22,1783,7752
J1531,Call of Duty Modern Warfare II,GTX 1080 Ti,64,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,19823,14653,1.35,20.51,680,7275
J9561,Call of Duty Warzone,RTX 3080,64, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,20651,17858,1.16,34.81,961,4053
J3535,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 660,6,Sí,52995,25971,2.04,41.59,2010,8767
J8611,Call of Duty Modern Warfare II,RTX 3070 Ti,64, AMD Radeon HD 7850,4,Sí,15135,13125,1.15,12.45,117,3706
J5945,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, AMD Radeon HD 6570,4,Sí,6042,5247,1.15,10.66,3252,7608
J1295,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,8461,382,22.15,38.5,1138,4347
J6154,Call of Duty Modern Warfare II,GTX 1660 Super,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,39034,4737,8.24,41.85,1677,5840
J4453,Call of Duty Modern Warfare II,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,8,Sí,11818,1725,6.85,17.31,917,1867
J1181,Call of Duty Modern Warfare II,AMD Radeon RX 570,8, AMD Radeon HD 6570,4,Sí,43373,5483,7.91,12.8,319,4624
J3260,Call of Duty Modern Warfare II,RTX 3090,8,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,29209,1162,25.14,48.53,273,8474
J6373,Call of Duty Black Ops,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,24632,21910,1.12,33.13,2165,4963
J5727,Call of Duty Black Ops,RTX 3060,16,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,32144,21737,1.48,55.07,3127,9027
J1652,Call of Duty WW2,RTX 3080,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,4,Sí,6849,1037,6.6,50.63,173,6600
J5697,Call of Duty Warzone,GTX 1660 Super,8, AMD Radeon HD 6850,4,Sí,44903,29680,1.51,43.91,2161,5305
J3424,Call of Duty Ghosts,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,20429,17282,1.18,20.1,160,5353
